Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,SalePriceLog,T_garage,T_Overall,target
699,894,0,0,1,3,0,4,3,553.0,117.0,2,1,1.0,0.0,4,224.0,1,5,2,4,0,2,3,8,8,2,2,1,1,1,6,336.0,1.0,5,3,5,5,1973.0,894,0,1,0,2,1,3,3,0,8450,4,65.0,3,0,0,3,0.0,2,1,0,6,19,144,7,5,2,0,3,1,1,4,8,0,1,5,894.0,894,416,1965,2009,4,1788.0,11.83862560460953,14.0,12,138500.0
700,1391,0,0,2,2,4,4,2,16.0,0.0,2,6,0.0,0.0,2,1375.0,1,2,2,4,0,4,2,8,8,4,3,0,2,2,6,530.0,2.0,5,2,5,1,2004.0,1391,0,1,0,2,1,2,3,0,4282,4,59.0,1,0,11,1,0.0,2,1,0,9,21,158,4,7,2,0,3,1,1,4,8,0,1,5,1391.0,1391,156,2004,2004,2,2782.0,12.185869938212655,14.0,11,196000.0
701,1800,0,0,1,3,0,4,1,1274.0,0.0,2,6,1.0,0.0,0,526.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,765.0,3.0,5,0,5,1,2002.0,1800,0,1,0,2,1,2,3,0,14331,4,85.0,3,0,0,3,630.0,1,1,0,7,23,78,4,8,2,0,3,1,3,4,8,0,1,7,1800.0,1800,270,2002,2002,0,3600.0,12.652359748158592,13.0,12,312500.0
702,1164,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1164.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,528.0,2.0,5,3,5,1,1969.0,1164,1,1,4,2,1,3,3,0,9600,4,80.0,3,0,0,3,168.0,1,1,0,9,14,0,4,7,2,0,3,1,3,4,0,0,1,6,1164.0,1164,0,1969,1969,0,2328.0,11.849397701591439,15.0,11,140000.0
703,1264,1312,0,1,4,0,1,3,0.0,0.0,6,6,0.0,0.0,0,1234.0,1,2,2,4,0,4,0,12,13,4,2,1,2,2,6,666.0,3.0,5,0,5,3,2006.0,2576,1,1,0,5,1,0,3,0,12438,4,82.0,0,0,5,3,466.0,1,1,0,9,22,100,4,8,2,0,3,1,3,5,6,0,1,10,1234.0,1264,324,2006,2006,0,3810.0,12.799175708864519,13.0,12,361919.0
704,1032,780,0,1,4,1,4,3,0.0,0.0,6,6,0.0,0.0,2,360.0,1,1,2,4,40,2,3,13,14,2,4,1,0,2,6,672.0,2.0,5,3,5,5,1999.0,1812,0,1,2,5,2,2,3,0,7630,4,76.0,3,0,14,4,0.0,2,1,0,7,17,0,8,5,0,0,3,1,1,4,8,0,1,8,360.0,1032,344,1900,1996,4,2172.0,11.849397701591439,15.0,13,140000.0
705,1484,0,144,1,3,0,4,0,712.0,0.0,2,6,1.0,0.0,2,761.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,606.0,2.0,5,2,5,1,2004.0,1484,0,1,0,2,1,2,3,0,8400,4,70.0,3,0,0,3,109.0,1,1,0,7,5,35,4,7,2,0,3,1,1,4,8,0,1,7,1473.0,1484,0,2004,2005,4,2957.0,12.269047444691562,14.0,11,213000.0
706,372,720,0,1,3,1,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,2,4,0,1,1,12,15,4,3,0,3,2,4,0.0,0.0,3,1,3,6,0.0,1092,0,1,1,5,2,1,3,0,5600,4,70.0,3,0,14,4,0.0,2,2,3500,9,9,0,4,4,0,0,3,1,3,4,8,0,1,7,0.0,372,0,1930,1950,4,1092.0,10.915088464214607,7.0,8,55000.0
707,1824,0,0,1,2,0,4,1,1219.0,0.0,2,6,1.0,0.0,2,424.0,1,2,2,4,0,4,3,9,10,4,5,2,1,2,6,739.0,2.0,5,3,5,1,1971.0,1824,0,1,4,2,1,2,2,2,115149,1,70.0,1,0,0,3,351.0,3,1,0,8,4,48,4,7,2,0,3,1,1,4,8,0,1,5,1643.0,1824,380,1971,2002,1,3467.0,12.618182296357007,15.0,11,302000.0
708,1324,0,0,1,2,4,4,3,863.0,0.0,2,6,1.0,0.0,2,461.0,1,2,2,4,0,4,2,8,8,4,2,1,2,2,6,550.0,2.0,5,0,5,1,2006.0,1324,0,1,0,2,1,2,3,0,6240,4,48.0,3,0,11,3,176.0,1,1,0,3,16,38,4,8,2,0,3,1,3,4,8,0,1,6,1324.0,1324,192,2006,2006,3,2648.0,12.445089546000672,12.0,12,254000.0
709,728,728,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,728.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,400.0,2.0,5,0,5,1,2007.0,1456,1,1,0,5,1,2,3,0,9018,4,65.0,0,0,5,3,0.0,2,1,0,9,8,24,4,7,2,0,3,1,3,5,6,0,1,8,728.0,728,100,2007,2007,1,2184.0,12.09815330331068,12.0,11,179540.0
710,904,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,876.0,1,2,2,4,0,4,3,6,6,2,3,0,2,1,6,408.0,1.0,5,3,5,1,1966.0,904,0,1,4,2,1,3,3,0,7162,4,70.0,0,0,0,3,41.0,0,1,0,3,19,0,6,5,2,0,3,1,1,0,8,0,1,6,876.0,904,0,1966,1966,2,1780.0,11.607326140391713,14.0,11,109900.0
711,729,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,270.0,1,2,2,4,0,4,2,12,13,4,3,0,1,1,1,0.0,0.0,3,1,3,6,0.0,729,0,1,2,2,1,3,3,0,4130,4,56.0,0,0,1,3,0.0,2,1,0,9,3,0,5,3,0,0,3,1,1,4,8,0,1,5,270.0,729,0,1935,2003,2,999.0,10.858998997563564,7.0,8,52000.0
712,859,319,0,2,2,0,4,2,0.0,0.0,6,6,0.0,0.0,4,859.0,1,2,2,4,98,4,3,8,8,4,3,0,4,1,6,384.0,1.0,5,2,5,5,1964.0,1178,0,1,2,0,1,3,1,1,8712,4,66.0,3,0,4,0,0.0,2,1,0,0,9,0,6,4,0,0,3,1,1,0,8,0,1,7,859.0,859,68,1900,1950,4,2037.0,11.540307141711445,13.0,10,102776.0
713,1228,0,0,1,2,4,4,2,767.0,0.0,2,6,1.0,0.0,2,461.0,1,2,2,4,0,4,2,6,6,4,2,1,2,2,6,472.0,2.0,5,0,5,1,1988.0,1228,0,1,2,2,1,2,1,0,4671,4,40.0,0,0,11,3,0.0,2,1,0,1,22,120,4,8,2,0,3,1,1,4,8,0,1,5,1228.0,1228,168,1988,1989,2,2456.0,12.14950229404178,12.0,12,189000.0
714,960,0,0,1,3,1,4,0,789.0,0.0,0,6,1.0,0.0,4,171.0,0,6,2,4,0,4,3,6,6,4,3,0,1,1,6,576.0,2.0,5,3,5,5,1970.0,960,0,2,4,2,1,3,3,0,9873,4,60.0,3,0,14,3,160.0,1,1,0,7,3,288,4,4,2,0,3,1,1,4,8,0,1,6,960.0,960,0,1970,1970,0,1920.0,11.767567683343811,15.0,8,129000.0
715,725,754,0,1,3,0,4,3,533.0,0.0,2,6,0.0,0.0,4,192.0,1,5,2,4,0,4,2,6,10,4,3,0,1,2,6,475.0,2.0,5,2,5,1,1976.0,1479,1,1,0,5,1,2,3,0,13517,1,70.0,0,0,5,3,289.0,1,1,0,5,19,44,7,6,2,0,3,1,1,4,8,0,1,6,725.0,725,0,1976,2005,4,2204.0,11.779128505744884,14.0,13,130500.0
716,1350,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1064.0,1,2,2,4,0,4,3,6,6,2,5,1,1,2,6,478.0,2.0,5,2,5,1,1974.0,1350,0,1,4,2,1,3,3,0,10140,4,78.0,3,0,0,3,174.0,1,1,0,10,14,0,4,6,2,0,3,1,3,4,8,0,1,7,1064.0,1350,0,1974,1974,3,2414.0,12.013700752882716,14.0,10,165000.0
717,1576,978,0,0,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,718.0,1,2,2,4,143,2,3,13,13,4,3,0,0,1,6,704.0,2.0,5,3,5,5,1996.0,2554,1,1,0,5,1,3,0,0,10800,4,60.0,3,0,6,4,0.0,2,1,0,9,17,48,7,7,1,0,3,1,1,4,8,0,1,8,718.0,1576,0,1890,1998,1,3272.0,11.979799201207035,15.0,14,159500.0
718,1178,0,0,1,3,0,4,3,1084.0,0.0,1,6,0.0,1.0,2,92.0,1,2,2,4,0,4,3,6,6,2,1,1,1,1,6,439.0,2.0,5,3,5,1,1973.0,1178,1,1,2,2,1,2,3,0,10000,4,80.0,3,0,0,3,0.0,2,1,0,2,14,0,5,5,2,0,3,1,1,4,8,0,1,5,1176.0,1178,224,1973,2000,2,2354.0,11.964001084330445,15.0,10,157000.0
719,1325,1093,0,1,3,0,4,1,1173.0,0.0,2,6,1.0,0.0,2,138.0,1,2,2,4,216,4,2,13,7,4,5,1,2,2,6,983.0,3.0,5,2,5,1,1993.0,2418,1,1,0,5,1,2,3,0,10542,4,96.0,3,0,5,3,651.0,1,1,0,10,15,154,4,7,2,0,3,1,3,4,8,0,1,9,1311.0,1325,250,1993,1994,2,3729.0,12.739637756265655,15.0,11,341000.0
720,971,0,0,1,3,0,4,1,523.0,0.0,0,6,0.0,0.0,2,448.0,1,2,2,4,0,4,3,6,10,4,4,1,1,1,6,300.0,1.0,5,3,5,1,1969.0,971,1,1,4,2,1,3,3,0,9920,4,69.0,0,0,0,3,0.0,2,1,0,7,5,0,5,5,2,0,3,1,1,4,8,0,1,5,971.0,971,0,1969,1969,0,1942.0,11.76368418331741,14.0,10,128500.0
721,1742,0,0,1,2,0,4,1,1148.0,0.0,2,6,1.0,0.0,2,594.0,1,2,2,4,234,4,2,6,6,4,5,1,2,2,6,564.0,2.0,5,2,5,1,1985.0,1742,0,1,4,2,1,2,2,1,6563,1,70.0,0,0,11,3,0.0,2,1,0,3,22,28,4,8,2,0,3,1,1,4,8,0,1,5,1742.0,1742,114,1985,1985,0,3484.0,12.524526376648707,14.0,12,275000.0
722,848,0,0,1,1,4,4,0,662.0,0.0,2,6,1.0,0.0,2,186.0,1,2,2,4,0,4,2,12,13,4,3,0,2,1,6,420.0,2.0,5,2,5,1,2004.0,848,0,1,0,2,1,2,3,0,4426,4,41.0,3,0,11,4,169.0,1,1,0,7,5,0,4,6,2,0,3,1,1,4,8,0,1,3,848.0,848,160,2004,2004,4,1696.0,11.870599909242046,14.0,10,143000.0
723,864,0,0,1,3,0,4,3,191.0,0.0,0,6,0.0,0.0,4,673.0,1,2,2,4,0,2,3,8,8,4,3,0,1,1,6,463.0,2.0,5,3,5,5,1994.0,864,0,1,0,2,1,3,3,0,8120,4,70.0,3,0,0,3,0.0,2,1,0,9,12,0,6,4,2,0,3,1,1,4,8,0,1,5,864.0,864,0,1970,1970,3,1728.0,11.7320609948869,15.0,10,124500.0
724,997,473,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,4,941.0,1,2,2,4,0,4,3,8,8,4,3,0,2,2,6,548.0,1.0,5,3,5,5,1958.0,1470,0,1,0,0,1,3,3,0,8172,4,60.0,3,0,4,3,0.0,2,1,0,7,7,0,5,4,2,0,3,1,1,4,8,156,1,7,941.0,997,0,1954,1972,2,2411.0,11.813030057420569,14.0,9,135000.0
725,1698,0,0,1,3,0,4,3,1234.0,0.0,2,6,1.0,0.0,0,464.0,1,2,2,4,0,4,0,5,5,4,2,1,2,2,6,768.0,3.0,5,0,5,1,2007.0,1698,0,1,0,2,1,0,3,0,13286,4,86.0,0,0,0,3,340.0,3,1,0,4,7,64,4,9,2,0,3,1,3,4,8,0,1,8,1698.0,1698,327,2007,2008,3,3396.0,12.676076274775909,13.0,13,320000.0
726,864,0,0,1,3,0,4,3,375.0,239.0,0,1,0.0,0.0,4,250.0,1,2,2,4,0,4,3,6,10,4,3,0,1,1,6,660.0,2.0,5,3,5,5,1989.0,864,0,1,4,2,1,2,3,0,6960,4,60.0,3,0,0,3,0.0,2,3,500,2,12,0,5,4,2,0,3,1,1,4,8,0,1,5,864.0,864,96,1970,1970,3,1728.0,11.699405031912846,15.0,9,120500.0
727,1680,0,182,1,3,0,4,3,808.0,0.0,2,6,1.0,0.0,2,72.0,1,2,2,4,0,2,2,13,10,4,2,1,1,2,6,540.0,2.0,5,0,5,1,1988.0,1680,0,1,0,2,1,2,3,0,21695,0,70.0,0,0,0,3,260.0,1,1,0,3,6,44,8,6,2,0,3,1,3,4,8,0,1,5,880.0,1680,292,1988,2007,3,2560.0,12.310432660854413,12.0,14,222000.0
728,1232,0,0,1,2,0,4,0,724.0,0.0,2,6,1.0,0.0,2,508.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,632.0,2.0,5,2,5,1,2007.0,1232,0,1,0,2,1,2,3,0,7314,4,64.0,3,0,0,3,82.0,3,1,0,4,5,0,4,7,2,0,3,1,1,4,8,0,1,6,1232.0,1232,132,2007,2007,3,2464.0,12.178187442040636,14.0,11,194500.0
729,1776,0,0,1,4,2,4,3,0.0,0.0,6,6,1.0,0.0,4,1584.0,1,2,2,4,0,4,3,12,13,4,3,0,1,2,6,888.0,3.0,5,3,5,5,1968.0,1776,0,1,4,2,2,3,3,0,11475,0,85.0,3,0,10,3,95.0,1,1,0,9,12,25,4,5,2,0,3,1,1,0,0,0,1,9,1584.0,1776,0,1958,1958,3,3360.0,11.608235644774554,16.0,9,110000.0
730,848,0,0,0,2,0,4,3,152.0,0.0,1,6,0.0,0.0,4,628.0,1,2,2,0,112,4,3,8,8,4,3,0,1,1,6,539.0,2.0,5,3,5,5,1962.0,1208,0,1,4,0,1,3,3,0,6240,4,52.0,3,360,1,4,0.0,2,1,0,0,9,23,4,4,2,0,3,1,1,4,8,0,1,5,780.0,848,0,1925,1950,3,1628.0,11.542484267211773,15.0,8,103000.0
731,1616,0,0,1,2,4,4,3,1180.0,0.0,2,6,1.0,0.0,2,415.0,1,2,2,4,0,4,2,5,5,4,5,1,2,2,6,608.0,2.0,5,2,5,1,1995.0,1616,0,1,0,2,1,2,3,0,5389,4,39.0,0,0,11,3,0.0,2,1,0,5,22,152,4,8,2,0,3,1,1,4,8,0,1,5,1595.0,1616,237,1995,1996,4,3211.0,12.373703486914124,14.0,12,236500.0
732,1146,0,0,1,3,0,4,0,786.0,0.0,2,6,1.0,0.0,0,82.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,438.0,2.0,5,0,5,1,2003.0,1146,0,1,0,7,1,2,3,0,9590,0,73.0,0,0,8,3,442.0,1,1,0,7,23,22,4,7,2,0,3,1,1,4,8,0,1,6,868.0,1146,160,2003,2003,1,2014.0,12.141534124392605,12.0,11,187500.0
733,1153,878,0,1,3,0,4,0,252.0,0.0,0,6,0.0,0.0,2,901.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,541.0,2.0,5,0,5,1,1998.0,2031,1,1,0,5,1,2,3,0,11404,4,75.0,0,0,5,3,202.0,1,1,0,9,5,84,4,7,2,0,3,1,1,4,8,0,1,8,1153.0,1153,192,1998,1999,2,3184.0,12.31268238058843,12.0,11,222500.0
734,1144,0,0,1,3,0,4,3,594.0,0.0,1,6,1.0,0.0,4,270.0,1,1,2,4,0,4,3,6,6,1,5,1,1,1,6,264.0,1.0,5,2,5,1,1961.0,1144,0,1,0,2,1,3,3,0,10000,0,80.0,3,0,0,3,0.0,2,3,400,5,19,0,5,5,2,0,3,1,3,4,8,0,1,6,864.0,1144,165,1961,1983,3,2008.0,11.786001385032645,13.0,10,131400.0
735,948,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,948.0,1,2,2,4,0,4,3,9,10,4,3,0,2,1,6,300.0,1.0,5,3,5,1,1968.0,948,0,1,4,2,1,3,3,0,8978,0,70.0,0,0,0,3,0.0,2,1,0,7,19,0,4,5,2,0,3,1,1,3,8,0,1,6,948.0,948,147,1968,1968,1,1896.0,11.589886506106355,14.0,9,108000.0
736,880,888,0,1,2,0,4,2,390.0,0.0,5,6,0.0,0.0,2,490.0,0,2,2,4,0,4,3,13,14,4,5,2,0,1,6,320.0,2.0,5,3,5,5,1914.0,1768,1,2,1,4,1,3,3,0,10800,4,60.0,3,0,7,4,0.0,2,1,0,1,17,341,6,7,0,0,3,1,1,4,8,0,1,6,880.0,880,0,1914,1970,0,2648.0,12.0015054797889,15.0,13,163000.0
737,1040,0,0,1,2,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,2,1,0,4,3,11,11,4,3,0,1,2,6,400.0,2.0,5,3,5,5,1949.0,1040,0,1,2,2,2,3,3,0,8544,4,60.0,3,0,10,3,0.0,2,1,0,9,12,0,3,3,2,0,3,1,1,4,8,0,1,6,0.0,1040,0,1950,1950,0,1040.0,11.445716715276781,15.0,6,93500.0
738,901,900,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,893.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,800.0,3.0,5,0,5,1,2005.0,1801,1,1,0,5,1,2,1,0,10463,1,72.0,0,0,5,3,0.0,2,1,0,8,8,116,4,8,2,0,3,1,1,4,8,0,1,8,893.0,901,0,2005,2005,0,2694.0,12.387977448827787,13.0,12,239900.0
739,1200,0,0,1,3,2,1,1,1200.0,0.0,2,6,3.0,0.0,2,0.0,1,2,2,4,0,4,3,9,10,4,3,0,1,3,6,0.0,0.0,3,1,3,6,0.0,1200,0,1,4,2,1,3,3,0,10800,4,60.0,3,0,10,3,0.0,2,1,0,5,7,0,4,5,2,0,3,1,1,2,8,0,1,5,1200.0,1200,120,1987,1988,3,2400.0,12.095141084822894,7.0,9,179000.0
740,864,864,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,864.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,572.0,2.0,5,2,5,1,2004.0,1728,1,1,0,5,1,2,3,0,9313,4,65.0,0,0,5,3,0.0,2,1,0,6,5,56,4,7,2,0,3,1,1,4,8,0,1,7,864.0,864,187,2004,2004,3,2592.0,12.154779351142626,14.0,11,190000.0
741,768,664,0,0,2,0,0,3,0.0,0.0,6,6,0.0,0.0,1,264.0,1,2,2,4,112,2,3,13,15,0,3,0,0,2,6,360.0,2.0,2,3,5,5,1910.0,1432,0,1,0,5,1,3,3,0,9600,4,60.0,3,0,6,4,0.0,2,1,0,7,17,0,6,5,2,0,3,1,1,0,8,0,1,7,264.0,768,270,1910,2002,1,1696.0,11.790557201568507,12.0,11,132000.0
742,912,0,0,1,3,0,4,2,832.0,0.0,2,6,1.0,1.0,4,80.0,1,1,2,4,0,2,3,6,6,0,3,0,1,1,6,288.0,1.0,5,3,5,5,1962.0,912,0,1,2,2,1,2,3,0,6768,4,65.0,0,0,0,3,0.0,2,1,0,7,19,0,7,6,2,0,3,1,3,4,8,0,1,5,912.0,912,168,1961,1996,2,1824.0,11.8635823365834,14.0,13,142000.0
743,1349,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1349.0,1,2,2,4,0,4,3,12,13,0,3,0,2,2,6,539.0,2.0,5,3,5,1,2000.0,1349,0,1,0,2,1,3,3,0,8450,4,65.0,3,0,0,3,108.0,1,1,0,3,20,55,4,7,2,0,3,1,1,4,8,0,1,6,1349.0,1349,120,2000,2001,1,2698.0,12.095141084822894,15.0,11,179000.0
744,1464,0,0,1,3,0,4,0,444.0,0.0,0,6,0.0,1.0,2,76.0,1,2,2,4,0,4,3,6,6,4,5,1,1,2,3,480.0,2.0,5,2,5,1,1997.0,1464,0,1,0,7,1,3,3,0,12886,4,70.0,0,0,8,3,0.0,2,1,0,1,19,0,5,5,2,0,3,1,1,4,8,100,1,6,520.0,1464,302,1963,1999,3,1984.0,12.072541252905653,14.0,10,175000.0
745,1337,0,168,1,2,4,4,3,733.0,0.0,2,6,1.0,0.0,2,604.0,1,2,2,4,70,4,2,6,6,4,5,1,2,2,6,462.0,2.0,5,2,5,1,1993.0,1337,0,1,2,2,1,2,1,0,5395,4,41.0,0,0,11,3,0.0,2,1,0,1,22,0,4,8,2,0,3,1,1,4,8,0,1,5,1337.0,1337,96,1993,1993,2,2674.0,12.100712129872349,14.0,12,180000.0
746,1175,1540,0,1,4,0,1,3,575.0,80.0,2,0,0.0,1.0,4,487.0,1,2,2,4,0,2,0,12,13,4,5,2,1,3,6,831.0,2.0,5,0,5,3,1994.0,2715,1,1,0,5,1,2,3,0,8963,4,70.0,0,0,5,3,289.0,1,1,0,9,14,204,8,8,2,0,3,1,3,4,8,0,1,11,1142.0,1175,0,1976,1996,2,3857.0,12.610870864650636,12.0,16,299800.0
747,980,1276,0,1,4,0,4,3,300.0,0.0,2,6,0.0,0.0,2,652.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,554.0,2.0,5,0,5,3,2000.0,2256,1,1,0,5,1,2,3,0,8795,4,70.0,0,0,5,3,0.0,2,1,0,6,8,54,4,7,2,0,3,1,1,4,8,0,1,8,952.0,980,224,2000,2000,3,3208.0,12.371587084007745,12.0,11,236000.0
748,1320,1320,0,2,4,0,0,3,0.0,0.0,6,6,0.0,0.0,4,1240.0,0,2,2,4,386,4,2,11,12,4,2,1,4,1,6,864.0,4.0,5,3,5,5,1950.0,2640,1,2,4,5,1,2,3,0,11700,0,65.0,0,0,6,4,0.0,2,1,0,7,17,0,6,7,0,0,3,1,4,4,8,0,1,8,1240.0,1320,181,1880,2003,3,3880.0,12.491172637278908,17.0,13,265979.0
749,1720,0,0,1,3,0,4,3,919.0,0.0,2,6,1.0,0.0,2,801.0,1,2,2,4,154,4,2,12,13,4,5,1,2,2,6,527.0,2.0,5,0,5,1,1996.0,1720,0,1,0,2,1,2,3,0,10593,4,59.0,0,0,0,3,338.0,1,1,0,5,15,56,4,7,2,0,3,1,3,4,8,0,1,7,1720.0,1720,240,1996,1996,4,3440.0,12.469974189316552,12.0,11,260400.0
750,1088,441,0,1,4,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,2,1,185,4,3,14,15,4,3,0,3,2,4,240.0,1.0,5,3,5,5,1945.0,1529,0,5,4,0,1,3,3,0,8405,4,50.0,3,0,4,3,0.0,2,1,0,6,7,0,2,4,0,0,3,1,1,4,8,0,1,9,0.0,1088,92,1945,1950,3,1529.0,11.492722757652713,14.0,6,98000.0
751,792,348,0,0,3,0,0,3,0.0,0.0,6,6,0.0,0.0,4,576.0,1,2,2,4,0,4,3,13,14,4,3,0,0,1,3,0.0,0.0,3,1,3,6,0.0,1140,0,1,2,0,1,3,3,0,8800,0,55.0,3,0,4,4,0.0,2,1,0,8,17,160,6,4,0,0,3,1,1,4,8,0,1,7,576.0,792,0,1910,2004,4,1716.0,11.477298287327075,7.0,10,96500.0
752,660,660,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,660.0,1,6,2,4,0,4,2,12,13,4,3,0,2,2,6,400.0,2.0,5,0,5,1,2003.0,1320,1,1,0,5,1,2,3,0,7750,4,70.0,3,0,5,3,0.0,2,1,0,10,8,48,4,7,2,0,3,1,1,4,8,0,1,6,660.0,660,0,2003,2003,1,1980.0,11.99535161421452,12.0,11,162000.0
753,1494,0,0,1,3,0,4,1,1200.0,0.0,2,6,1.0,0.0,2,279.0,1,2,2,4,0,2,3,12,13,4,3,0,2,2,6,576.0,2.0,5,2,5,1,1997.0,1494,0,1,0,2,1,2,3,0,9236,4,79.0,0,0,0,3,0.0,2,1,0,9,5,27,4,6,2,0,3,1,1,4,8,0,1,6,1479.0,1494,168,1997,1997,0,2973.0,12.287652632522596,14.0,10,217000.0
754,1038,1060,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,2,1030.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,878.0,3.0,5,2,5,1,2005.0,2098,1,1,2,5,1,0,3,0,10240,4,80.0,3,0,5,3,178.0,1,1,0,5,16,52,4,8,2,0,3,1,1,4,8,0,1,8,1030.0,1038,192,2005,2005,0,3128.0,12.526342907575106,15.0,12,275500.0
755,1026,0,0,1,3,0,4,3,439.0,472.0,2,3,1.0,0.0,4,115.0,1,2,2,4,0,4,3,9,10,4,3,0,1,1,6,440.0,2.0,5,2,5,5,1969.0,1026,0,1,2,2,1,2,3,0,7930,4,61.0,3,0,0,3,0.0,2,1,0,9,12,48,7,6,2,0,3,1,1,4,8,0,1,5,1026.0,1026,171,1969,2005,3,2052.0,11.957611286231675,14.0,13,156000.0
756,742,729,0,2,3,4,4,3,381.0,0.0,2,6,0.0,0.0,2,348.0,1,2,2,4,0,4,3,8,8,4,3,0,2,2,6,440.0,2.0,5,3,5,5,1999.0,1471,1,1,2,5,1,3,3,0,3230,4,34.0,3,0,12,1,894.0,1,1,0,5,21,24,4,6,2,0,3,1,1,4,8,0,1,6,729.0,742,0,1999,1999,3,2200.0,12.058152515453553,15.0,10,172500.0
757,866,902,0,1,3,0,4,0,20.0,0.0,2,6,0.0,0.0,2,846.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,578.0,2.0,5,2,5,1,2007.0,1768,1,1,0,5,1,2,3,0,10769,4,68.0,0,0,5,3,0.0,2,1,0,6,5,105,4,8,2,0,3,1,1,4,8,0,1,7,866.0,866,144,2007,2007,3,2634.0,12.264341553654152,14.0,12,212000.0
758,672,714,0,1,3,0,4,2,438.0,0.0,5,6,0.0,0.0,4,234.0,1,2,2,4,0,4,3,6,6,0,5,1,1,2,6,440.0,2.0,5,0,5,1,1978.0,1386,1,1,4,5,1,3,3,0,11616,1,70.0,0,0,5,3,328.0,0,1,0,6,19,0,4,6,2,0,3,1,3,0,8,0,1,6,672.0,672,335,1978,1978,4,2058.0,11.976030352524807,12.0,10,158900.0
759,757,744,0,2,3,3,4,3,549.0,0.0,0,6,0.0,0.0,2,195.0,1,2,2,4,0,4,3,8,8,4,3,0,2,2,6,440.0,2.0,5,3,5,5,1999.0,1501,1,1,2,5,1,3,3,0,2280,4,24.0,3,0,12,1,360.0,1,1,0,10,21,0,4,7,2,0,3,1,1,4,8,0,1,6,744.0,757,0,1999,1999,2,2245.0,12.097373228606832,15.0,11,179400.0
760,1328,1203,0,1,4,0,4,0,56.0,64.0,3,0,0.0,0.0,2,1198.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,752.0,3.0,5,2,5,1,1995.0,2531,1,1,0,5,1,2,3,0,12257,4,65.0,0,0,5,3,513.0,1,1,0,2,15,98,4,8,2,0,3,1,1,4,8,0,1,9,1318.0,1328,222,1995,1995,1,3849.0,12.577636201962655,15.0,12,290000.0
761,864,0,0,1,2,0,4,3,612.0,0.0,5,6,0.0,0.0,4,252.0,1,2,2,4,0,4,3,13,14,4,3,0,1,1,6,300.0,1.0,0,3,0,5,2008.0,864,0,1,0,2,1,3,3,0,9100,4,70.0,3,0,0,3,0.0,2,3,450,1,12,0,5,6,2,0,3,1,3,4,8,0,1,5,864.0,864,0,1959,1959,3,1728.0,11.755871643580615,4.0,11,127500.0
